1,0.75746,0,1
0.9993,0.7599,0.0020954,0.99707
0.99856,0.76233,0.0041891,0.99416
0.99776,0.76475,0.006281,0.99128
0.99692,0.76716,0.0083712,0.98843
0.99602,0.76957,0.01046,0.9856
0.99508,0.77196,0.012546,0.9828
0.99409,0.77434,0.014631,0.98002
0.99305,0.77671,0.016714,0.97727
0.99197,0.77907,0.018795,0.97453
0.99084,0.78142,0.020874,0.97182
0.98967,0.78376,0.022951,0.96913
0.98845,0.78608,0.025026,0.96647
0.98719,0.7884,0.0271,0.96382
0.98589,0.7907,0.029171,0.96119
0.98454,0.793,0.031241,0.95858
0.98316,0.79528,0.033309,0.95599
0.98173,0.79756,0.035375,0.95342
0.98026,0.79982,0.037438,0.95087
0.97875,0.80207,0.0395,0.94833
0.97721,0.8043,0.04156,0.94582
0.97562,0.80653,0.043618,0.94331
0.974,0.80875,0.045674,0.94083
0.97234,0.81095,0.047728,0.93835
0.97065,0.81314,0.049779,0.9359
0.96891,0.81533,0.051829,0.93346
0.96715,0.8175,0.053877,0.93103
0.96534,0.81965,0.055923,0.92862
0.9635,0.8218,0.057966,0.92622
0.96163,0.82393,0.060008,0.92383
0.95973,0.82606,0.062047,0.92145
0.95779,0.82817,0.064085,0.91909
0.95582,0.83027,0.06612,0.91674
0.95382,0.83235,0.068153,0.9144
0.95178,0.83443,0.070184,0.91207
0.94972,0.83649,0.072213,0.90976
0.94763,0.83854,0.07424,0.90745
0.9455,0.84058,0.076264,0.90515
0.94335,0.84261,0.078286,0.90286
0.94116,0.84462,0.080307,0.90059
0.93895,0.84662,0.082325,0.89832
0.93671,0.84861,0.084341,0.89605
0.93445,0.85059,0.086354,0.8938
0.93215,0.85255,0.088366,0.89156
0.92983,0.85451,0.090375,0.88932
0.92749,0.85645,0.092382,0.88709
0.92512,0.85837,0.094387,0.88487
0.92272,0.86029,0.096389,0.88265
0.9203,0.86219,0.09839,0.88045
0.91785,0.86408,0.10039,0.87824
0.91538,0.86596,0.10238,0.87605
0.91289,0.86782,0.10438,0.87386
0.91037,0.86968,0.10637,0.87167
0.90783,0.87152,0.10836,0.86949
0.90527,0.87334,0.11034,0.86732
0.90269,0.87516,0.11233,0.86515
0.90009,0.87696,0.11431,0.86298
0.89746,0.87875,0.11629,0.86082
0.89481,0.88052,0.11827,0.85867
0.89215,0.88229,0.12024,0.85651
0.88946,0.88404,0.12222,0.85437
0.88676,0.88577,0.12419,0.85222
0.88403,0.8875,0.12615,0.85008
0.88129,0.88921,0.12812,0.84794
0.87853,0.89091,0.13008,0.8458
0.87575,0.8926,0.13205,0.84367
0.87295,0.89427,0.134,0.84154
0.87013,0.89593,0.13596,0.83941
0.8673,0.89758,0.13791,0.83729
0.86446,0.89921,0.13987,0.83516
0.86159,0.90083,0.14182,0.83304
0.85871,0.90244,0.14376,0.83092
0.85582,0.90403,0.14571,0.82881
0.8529,0.90562,0.14765,0.82669
0.84998,0.90719,0.14959,0.82457
0.84704,0.90874,0.15153,0.82246
0.84408,0.91028,0.15346,0.82035
0.84112,0.91181,0.1554,0.81823
0.83814,0.91333,0.15733,0.81612
0.83514,0.91483,0.15925,0.81401
0.83213,0.91632,0.16118,0.8119
0.82911,0.9178,0.1631,0.80979
0.82608,0.91927,0.16502,0.80768
0.82304,0.92072,0.16694,0.80557
0.81998,0.92215,0.16886,0.80346
0.81691,0.92358,0.17077,0.80135
0.81383,0.92499,0.17268,0.79924
0.81074,0.92639,0.17459,0.79713
0.80764,0.92777,0.1765,0.79502
0.80453,0.92915,0.1784,0.79291
0.80141,0.9305,0.1803,0.79079
0.79828,0.93185,0.1822,0.78868
0.79514,0.93318,0.1841,0.78657
0.792,0.9345,0.18599,0.78445
0.78884,0.93581,0.18789,0.78234
0.78567,0.9371,0.18977,0.78022
0.7825,0.93838,0.19166,0.77811
0.77932,0.93964,0.19355,0.77599
0.77613,0.9409,0.19543,0.77387
0.77293,0.94213,0.19731,0.77175
0.76973,0.94336,0.19919,0.76962
0.76652,0.94457,0.20106,0.7675
0.7633,0.94577,0.20293,0.76538
0.76008,0.94696,0.2048,0.76325
0.75685,0.94813,0.20667,0.76112
0.75361,0.94929,0.20854,0.75899
0.75037,0.95044,0.2104,0.75686
0.74712,0.95157,0.21226,0.75473
0.74387,0.95269,0.21412,0.75259
0.74061,0.9538,0.21597,0.75045
0.73735,0.95489,0.21783,0.74831
0.73408,0.95597,0.21968,0.74617
0.73081,0.95704,0.22152,0.74403
0.72753,0.95809,0.22337,0.74189
0.72426,0.95913,0.22521,0.73974
0.72097,0.96016,0.22705,0.73759
0.71769,0.96117,0.22889,0.73544
0.7144,0.96217,0.23073,0.73328
0.7111,0.96316,0.23256,0.73113
0.70781,0.96413,0.23439,0.72897
0.70451,0.96509,0.23622,0.72681
0.70121,0.96604,0.23805,0.72465
0.69791,0.96698,0.23987,0.72249
0.69461,0.9679,0.2417,0.72032
0.6913,0.9688,0.24351,0.71815
0.68799,0.9697,0.24533,0.71598
0.68469,0.97058,0.24715,0.71381
0.68138,0.97145,0.24896,0.71163
0.67807,0.9723,0.25077,0.70945
0.67475,0.97314,0.25258,0.70727
0.67144,0.97397,0.25438,0.70509
0.66813,0.97479,0.25618,0.7029
0.66482,0.97559,0.25798,0.70072
0.66151,0.97638,0.25978,0.69853
0.6582,0.97715,0.26158,0.69634
0.65488,0.97792,0.26337,0.69414
0.65157,0.97866,0.26516,0.69194
0.64826,0.9794,0.26695,0.68975
0.64495,0.98012,0.26873,0.68754
0.64165,0.98083,0.27052,0.68534
0.63834,0.98153,0.2723,0.68313
0.63503,0.98221,0.27408,0.68093
0.63173,0.98288,0.27586,0.67872
0.62843,0.98354,0.27763,0.6765
0.62513,0.98419,0.2794,0.67429
0.62183,0.98482,0.28117,0.67207
0.61854,0.98544,0.28294,0.66985
0.61524,0.98604,0.2847,0.66763
0.61195,0.98663,0.28647,0.6654
0.60867,0.98721,0.28823,0.66318
0.60538,0.98778,0.28998,0.66095
0.6021,0.98833,0.29174,0.65872
0.59882,0.98887,0.29349,0.65649
0.59555,0.9894,0.29524,0.65425
0.59228,0.98991,0.29699,0.65201
0.58901,0.99041,0.29874,0.64978
0.58575,0.9909,0.30048,0.64754
0.58249,0.99138,0.30222,0.64529
0.57923,0.99184,0.30396,0.64305
0.57598,0.99229,0.3057,0.6408
0.57274,0.99272,0.30744,0.63855
0.56949,0.99315,0.30917,0.6363
0.56626,0.99356,0.3109,0.63405
0.56303,0.99396,0.31263,0.63179
0.5598,0.99434,0.31435,0.62954
0.55658,0.99471,0.31608,0.62728
0.55336,0.99507,0.3178,0.62502
0.55015,0.99542,0.31952,0.62276
0.54694,0.99575,0.32123,0.6205
0.54374,0.99607,0.32295,0.61823
0.54055,0.99638,0.32466,0.61597
0.53736,0.99668,0.32637,0.6137
0.53418,0.99696,0.32808,0.61143
0.531,0.99723,0.32978,0.60916
0.52783,0.99749,0.33149,0.60689
0.52467,0.99773,0.33319,0.60461
0.52151,0.99797,0.33489,0.60234
0.51836,0.99819,0.33658,0.60006
0.51522,0.99839,0.33828,0.59779
0.51208,0.99859,0.33997,0.59551
