1,0.6946,0,1
0.99812,0.69851,0.0025911,0.99532
0.9962,0.7024,0.0051883,0.99069
0.99424,0.70626,0.0077915,0.9861
0.99224,0.7101,0.010401,0.98154
0.9902,0.71391,0.013015,0.97703
0.98812,0.7177,0.015636,0.97255
0.986,0.72147,0.018262,0.96811
0.98384,0.72522,0.020894,0.96371
0.98165,0.72894,0.023531,0.95935
0.97942,0.73264,0.026173,0.95502
0.97715,0.73631,0.028821,0.95073
0.97485,0.73996,0.031474,0.94648
0.97251,0.74358,0.034131,0.94226
0.97014,0.74718,0.036794,0.93807
0.96774,0.75076,0.039462,0.93391
0.9653,0.75431,0.042134,0.92979
0.96282,0.75784,0.044811,0.92571
0.96032,0.76134,0.047493,0.92165
0.95778,0.76482,0.050179,0.91762
0.95522,0.76828,0.05287,0.91363
0.95262,0.77171,0.055565,0.90966
0.94999,0.77511,0.058264,0.90573
0.94734,0.77849,0.060967,0.90182
0.94465,0.78184,0.063675,0.89795
0.94194,0.78517,0.066386,0.8941
0.93919,0.78848,0.069102,0.89028
0.93642,0.79176,0.071821,0.88648
0.93363,0.79501,0.074544,0.88272
0.93081,0.79824,0.07727,0.87898
0.92796,0.80144,0.08,0.87526
0.92508,0.80462,0.082734,0.87157
0.92219,0.80777,0.085471,0.86791
0.91926,0.81089,0.088211,0.86427
0.91632,0.81399,0.090954,0.86066
0.91335,0.81707,0.093701,0.85707
0.91036,0.82012,0.096451,0.8535
0.90734,0.82314,0.099203,0.84996
0.9043,0.82614,0.10196,0.84644
0.90125,0.82911,0.10472,0.84294
0.89817,0.83206,0.10748,0.83946
0.89507,0.83498,0.11024,0.83601
0.89195,0.83787,0.11301,0.83257
0.88881,0.84074,0.11578,0.82916
0.88566,0.84358,0.11855,0.82577
0.88248,0.84639,0.12132,0.8224
0.87929,0.84918,0.1241,0.81904
0.87607,0.85195,0.12688,0.81571
0.87285,0.85468,0.12966,0.8124
0.8696,0.85739,0.13244,0.8091
0.86634,0.86008,0.13522,0.80583
0.86306,0.86274,0.13801,0.80257
0.85977,0.86537,0.1408,0.79933
0.85646,0.86797,0.14359,0.79611
0.85314,0.87055,0.14638,0.7929
0.8498,0.87311,0.14917,0.78971
0.84645,0.87564,0.15196,0.78654
0.84308,0.87814,0.15476,0.78339
0.83971,0.88061,0.15756,0.78025
0.83632,0.88306,0.16035,0.77712
0.83291,0.88548,0.16315,0.77402
0.8295,0.88788,0.16595,0.77092
0.82607,0.89025,0.16876,0.76785
0.82264,0.89259,0.17156,0.76479
0.81919,0.89491,0.17436,0.76174
0.81573,0.8972,0.17717,0.7587
0.81227,0.89946,0.17997,0.75569
0.80879,0.9017,0.18278,0.75268
0.8053,0.90391,0.18558,0.74969
0.80181,0.90609,0.18839,0.74671
0.79831,0.90825,0.1912,0.74374
0.79479,0.91039,0.19401,0.74079
0.79128,0.91249,0.19681,0.73785
0.78775,0.91457,0.19962,0.73493
0.78421,0.91663,0.20243,0.73201
0.78067,0.91866,0.20524,0.72911
0.77713,0.92066,0.20805,0.72622
0.77358,0.92263,0.21086,0.72334
0.77002,0.92458,0.21367,0.72047
0.76645,0.92651,0.21648,0.71762
0.76288,0.9284,0.21929,0.71477
0.75931,0.93028,0.2221,0.71194
0.75573,0.93212,0.2249,0.70911
0.75215,0.93394,0.22771,0.7063
0.74856,0.93573,0.23052,0.7035
0.74498,0.9375,0.23333,0.70071
0.74138,0.93924,0.23613,0.69793
0.73779,0.94096,0.23894,0.69515
0.73419,0.94265,0.24175,0.69239
0.73059,0.94431,0.24455,0.68964
0.72699,0.94595,0.24735,0.6869
0.72338,0.94756,0.25016,0.68416
0.71978,0.94915,0.25296,0.68144
0.71617,0.95071,0.25576,0.67872
0.71256,0.95225,0.25856,0.67602
0.70895,0.95376,0.26136,0.67332
0.70535,0.95524,0.26416,0.67063
